airport_name;airport_code;country_code;city_code;lat;lon;
Nantucket Memorial Airport;ACK;US;ACK;41.256.668;-7.005.972;
Milano Linate Airport;LIN;IT;MIL;45.460.957;9.279.157;
Kaukura Atoll Airport;KKR;PF;KKR;-15.783.333;-14.666.667;
Levaldigi Airport;CUF;IT;CUF;4.453.528;76.175;
Chennai Airport;MAA;IN;MAA;12.982.267;8.016.378;
Khurba Airport;KXK;RU;KXK;50.4;136.95;
Weipa Airport;WEI;AU;WEI;-12.681.317;1.419.247;
Angers-Marce Airport;ANE;FR;ANE;47.466.667;-0.55;
Pai Airport;PYY;TH;PYY;19.371.666;9.843.667;
Posadas Airport;PSS;AR;PSS;-27.383.888;-559.675;
Neerlerit Inaat Airport;CNP;GL;CNP;7.074.306;-22.658.333;
Kemerovo Airport;KEJ;RU;KEJ;55.280.567;8.611.623;
Savoonga Airport;SVA;US;SVA;6.369.093;-17.048.679;
Canyonlands Field;CNY;US;CNY;38.759.445;-10.974.611;
Karlovy Vary Airport;KLV;CZ;KLV;50.2;12.916.667;
Manchester Boston Regional Airport;MHT;US;MHT;4.292.786;-7.143.844;
Krabi Airport;KBV;TH;KBV;8.097.281;9.898.062;
Theodore Francis Green Memorial State Airport;PVD;US;PVD;4.172.631;-7.143.632;
Sud Corse Airport;FSC;FR;FSC;41.498.634;9.098.223;
Yenisehir Airport;YEI;TR;YEI;40.233.334;29.55;
Gerald R. Ford International Airport;GRR;US;GRR;4.288.501;-8.552.974;
Limnos Airport;LXS;GR;LXS;39.923.904;25.233.446;
Corumba Internacional Airport;CMG;BR;CMG;-1.901.111;-57.672.222;
Nis Constantine the Great Airport;INI;RS;INI;4.333.389;21.851.667;
Libreville Airport;LBV;GA;LBV;0.456963;9.409.852;
Tullamarine Airport;MEL;AU;MEL;-37.669.613;14.484.978;
Matecana International Airport;PEI;CO;PEI;4.815.945;-75.736.534;
Nsimalen Airport;NSI;CM;YAO;3.702.222;11.550.278;
Sultan Mahmud Badaruddin II Airport;PLM;ID;PLM;-2.900.146;10.469.861;
Shiraz International Airport;SYZ;IR;SYZ;2.954.613;5.258.997;
Saipan International Airport;SPN;MP;SPN;15.122.178;14.572.325;
Mehamn Airport;MEH;NO;MEH;7.103.333;27.833.332;
Pagadian Airport;PAG;PH;PAG;7.826.667;1.234.575;
Ouarzazate Airport;OZZ;MA;OZZ;30.916.668;-6.916.667;
Belgorod Airport;EGO;RU;EGO;5.063.333;36.65;
Mammoth Lakes Airport;MMH;US;MMH;3.763.111;-11.885.139;
Rijeka Airport;RJK;HR;RJK;4.521.583;14.568.333;
Montes Claros Airport;MOC;BR;MOC;-16.707.779;-43.817.223;
Tribhuvan International Airport;KTM;NP;KTM;27.699.905;8.535.657;
Usiminas Airport;IPN;BR;IPN;-19.5;-42.533.333;
Chifeng Airport;CIF;CN;CIF;42.237.392;11.891.089;
Myeik Airport;MGZ;MM;MGZ;12.45;9.861.667;
Port Hedland International Airport;PHE;AU;PHE;-20.377.945;11.863.164;
Nukus Airport;NCU;UZ;NCU;42.483.334;5.963.333;
Tangshan Sannuhe Airport;TVS;CN;TVS;39.724;11.799.345;
Kristianstad Airport;KID;SE;KID;55.919.445;14.088.889;
Port Harcourt International Airport;PHC;NG;PHC;5.006.506;69.499;
Hanamaki Airport;HNA;JP;HNA;39.426.926;14.113.077;
Western Nebraska Regional Airport;BFF;US;BFF;4.187.528;-10.360.111;
Londrina Airport;LDB;BR;LDB;-23.328.457;-51.137.714;
Civil Airport;RAJ;IN;RAJ;22.308.674;7.078.235;
Cold Bay Airport;CDB;US;CDB;5.520.457;-16.271.774;
Townsville Airport;TSV;AU;TSV;-19.256.506;1.467.708;
Osijek Airport;OSI;HR;OSI;45.55;18.683.332;
Whangarei Airport;WRE;NZ;WRE;-3.576.742;17.436.403;
Marsh Harbour International Airport;MHH;BS;MHH;26.513.428;-7.707.712;
Moulay Ali Cherif Airport;ERH;MA;ERH;31.95;-4.4;
Timisoara Traian Vuia International Airport;TSR;RO;TSR;45.809.925;2.132.012;
Trivandrum International Airport;TRV;IN;TRV;8.476.126;7.691.907;
Vnukovo Airport;VKO;RU;MOW;5.560.315;372.921;
Guilin Liangjiang International Airport;KWL;CN;KWL;25.133.333;110.316.666;
Igdir;IGD;TR;IGD;39.974.445;43.879.723;
Carpiquet Airport;CFR;FR;CFR;49.183.437;-0.459276;
Ign Agramonte International Airport;CMW;CU;CMW;21.418.612;-77.849.724;
Wilkes-Barre/Scranton International Airport;AVP;US;AVP;41.336.697;-75.730.644;
Central Illinois Regional Airport;BMI;US;BMI;4.048.401;-8.891.483;
Stewart International Airport;SWF;US;SWF;4.149.843;-7.410.104;
Albuquerque International Sunport;ABQ;US;ABQ;35.049.625;-106.617.195;
Innsbruck Airport;INN;AT;INN;4.725.745;11.351.467;
Rotterdam The Hague Airport;RTM;NL;RTM;51.948.948;4.433.606;
Sheldon Sea Plane Base;SXP;US;SXP;62.533.333;-16.483.333;
Vinh Airport;VII;VN;VII;18.7;10.563.333;
Verhnevilyuisk;VHV;RU;VHV;6.345.667;12.026.444;
Odate Noshiro Airport;ONJ;JP;ONJ;40.196.415;14.037.383;
Prudhoe Bay/Deadhorse Airport;SCC;US;SCC;70.203.636;-14.846.011;
Tottori Airport;TTJ;JP;TTJ;35.525.913;13.416.756;
Palm Beach International Airport;PBI;US;PBI;26.688.885;-8.009.044;
Essaouira Airport;ESU;MA;ESU;313.975;-9.681.667;
Yanamilla Airport;AYP;PE;AYP;-13.197.222;-7.424.722;
Tuluksak Airport;TLT;US;TLT;6.109.889;-16.096.472;
Bismarck Airport;BIS;US;BIS;4.677.448;-10.075.821;
Roswell International Air Center;ROW;US;ROW;3.329.972;-104.53;
Idaho Falls Regional Airport;IDA;US;IDA;43.514.854;-11.206.751;
Kaimana Airport;KNG;ID;KNG;-3.65;133.75;
Phuket International Airport;HKT;TH;HKT;8.107.619;98.306.435;
Xiamen Gaoqi International Airport;XMN;CN;XMN;24.536.882;1.181.275;
Asmara International Airport;ASM;ER;ASM;15.291.111;3.891.028;
Lawton-Fort Sill Regional Airport;LAW;US;LAW;3.456.972;-98.416.115;
Ostend-Bruges International Airport;OST;BE;OST;51.199.722;2.863.611;
Akureyri Airport;AEY;IS;AEY;65.654.564;-18.075.068;
Waingapu Airport;WGP;ID;WGP;-9.666.667;120.3;
Yantai Laishan International Airport;YNT;CN;YNT;37.407.326;1.213.711;
Keflavik International Airport;KEF;IS;REK;63.997.765;-22.624.283;
Southwest Georgia Regional Airport;ABY;US;ABY;31.532.223;-8.419.611;
Newcastle International Airport;NCL;GB;NCL;55.037.064;-1.710.629;
Kotoka International Airport;ACC;GH;ACC;560.737;-0.171769;
Cap Haitien Airport;CAP;HT;CAP;19.732.779;-72.195;
Avignon-Caumont Airport;AVN;FR;AVN;43.9;4.9;
Bhatinda Airport;BUP;IN;BUP;30.166.668;7.496.667;
Kemi/Tornio Airport;KEM;FI;KEM;6.578.006;2.457.677;
Grande Prairie Airport;YQU;CA;YQU;55.177.074;-118.873.604;
Val-d'Or Airport;YVO;CA;YVO;48.052.605;-7.778.858;
Kuala Lumpur International Airport;KUL;MY;KUL;2.755.672;10.170.539;
Telfer Airport;TEF;AU;TEF;-21.713.057;12.221.222;
Essendon Airport;MEB;AU;MEL;-37.736.668;1.448.975;
Hakodate Airport;HKD;JP;HKD;41.776.127;14.081.581;
Axum Airport;AXU;ET;AXU;14.120.833;38.716.667;
Santander Airport;SDR;ES;SDR;43.423.084;-3.824.453;
Helena Regional Airport;HLN;US;HLN;4.661.052;-11.199.018;
Juanda International Airport;SUB;ID;SUB;-738.387;11.277.724;
Platinum Airport;PTU;US;PTU;5.901.139;-16.181.694;
Gjoa Haven Airport;YHK;CA;YHK;6.863.333;-95.95;
Halmstad Airport;HAD;SE;HAD;56.680.935;12.815.005;
Khasab Airport;KHS;OM;KHS;26.163.939;5.623.506;
Pori Airport;POR;FI;POR;6.146.866;21.791.382;
Joao Paulo II Airport;PDL;PT;PDL;37.743.847;-25.696.468;
Aguascalients International Airport;AGU;MX;AGU;21.701.416;-10.231.374;
Gulfport-Biloxi International Airport;GPT;US;GPT;30.413.284;-8.907.203;
Aktobe Airport;AKX;KZ;AKX;50.249.336;57.211.403;
Belfast International Airport;BFS;GB;BFS;54.662.395;-6.217.616;
Raglan Airport;BHS;AU;BHS;-3.341.387;14.965.518;
Bodo Airport;BOO;NO;BOO;6.727.262;14.367.839;
Tacna Airport;TCQ;PE;TCQ;-18.063.334;-7.027.889;
Lee Bird Field;LBF;US;LBF;41.128.334;-10.069.667;
Buffalo Niagara International Airport;BUF;US;BUF;42.933.826;-78.731.804;
Sonoma County Airport;STS;US;STS;3.850.889;-12.281.167;
Goloson International Airport;LCE;HN;LCE;15.740.556;-8.685.722;
Changi International Airport;SIN;SG;SIN;1.361.173;103.990.204;
Doomadgee Airport;DMD;AU;DMD;-17.939.201;1.388.216;
Boracay Airport;MPH;PH;MPH;11.925.263;1.219.521;
Chuathbaluk Airport;CHU;US;CHU;61.583.435;-15.923.882;
Alicante-Elche Airport;ALC;ES;ALC;38.287.098;-0.557381;
Manzanillo Airport;ZLO;MX;ZLO;19.113.333;-104.350.555;
Laredo International Airport;LRD;US;LRD;27.543.667;-99.455.124;
Opa-locka Executive Airport;OPF;US;MIA;25.9;-8.028.333;
Vagar Airport;FAE;FO;FAE;62.066.666;-7.266.667;
Cagliari Elmas Airport;CAG;IT;CAG;39.254.333;9.060.673;
Bydgoszcz Airport;BZG;PL;BZG;5.309.667;17.978.611;
Boone County Airport;HRO;US;HRO;36.261.665;-93.155.556;
Shah Amanat International Airport;CGP;BD;CGP;22.245.201;9.181.516;
Choiseul Bay Airport;CHY;SB;CHY;-6.713.787;15.639.856;
Ciudad Obregon Airport;CEN;MX;CEN;27.391.945;-109.839.165;
Amata Kabua International Airport;MAJ;MH;MAJ;7.068.717;1.712.825;
Leonardo da Vinci-Fiumicino Airport;FCO;IT;ROM;41.794.594;12.250.346;
Zielona Gora-Babimost Airport;IEG;PL;IEG;51.933.334;15.516.667;
Habib Bourguiba International Airport;MIR;TN;MIR;3.576.108;10.753.155;
Jessore Airport;JSR;BD;JSR;2.317.696;89.160.645;
Hana Airport;HNM;US;HNM;20.795.834;-15.601.889;
Haneda Airport;HND;JP;TYO;3.554.907;13.978.453;
Satu Mare International Airport;SUJ;RO;SUJ;47.7;22.883.333;
Eurico de Aguiar Salles Airport;VIX;BR;VIX;-2.025.681;-40.289.566;
Tan Son Nhat International Airport;SGN;VN;SGN;10.813.045;106.662.476;
Tupelo Regional Airport;TUP;US;TUP;3.425.889;-8.876.722;
Val de Loire Airport;TUF;FR;TUF;47.428.333;0.7275;
Ambler Airport;ABL;US;ABL;670.875;-15.784.584;
Bhairawa Airport;BWA;NP;BWA;27.504.168;83.42;
Grand Bahama International Airport;FPO;BS;FPO;26.547.293;-787.052;
Provo Airport;PVU;US;PVU;40.218.056;-11.172.222;
Prince Said Ibrahim Internatonal Airport;HAH;KM;YVA;-11.537.275;4.327.492;
Regional De Maringa;MGF;BR;MGF;-23.383.612;-51.933.334;
Sochi International Airport;AER;RU;AER;4.344.884;39.941.105;
Rendani Airport;MKW;ID;MKW;-0.893056;13.405.278;
Nuuk Airport;GOH;GL;GOH;64.181.946;-51.725;
Kuwait International Airport;KWI;KW;KWI;29.240.116;47.971.252;
Cotonou Airport;COO;BJ;COO;6.353.097;2.385.271;
La Nubia Airport;MZL;CO;MZL;5.029.005;-7.546.878;
Savusavu Airport;SVU;FJ;SVU;-16.798.828;17.933.913;
Roatan Airport;RTB;HN;RTB;16.318.209;-8.652.722;
Lilabari Airport;IXI;IN;IXI;27.290.277;9.408.889;
Tivat Airport;TIV;ME;TIV;4.240.361;18.725.555;
Muscat International Airport;MCT;OM;MCT;23.588.078;5.829.022;
Ontario International Airport;ONT;US;ONT;3.406.068;-11.759.765;
Temindung Airport;SRI;ID;SRI;-0.5;117.15;
Greenville Airport;GLH;US;GLH;33.484.444;-90.985;
Garden City Municipal Airport;GCK;US;GCK;3.792.861;-10.072.972;
Pula Airport;PUY;HR;PUY;44.891.666;13.923.611;
Sivas Airport;VAS;TR;VAS;3.981.389;36.904.167;
Picton Aerodrome;PCN;NZ;PCN;-41.35;17.403.334;
Deadmans Cay Airport;LGI;BS;LGI;23.179.443;-7.509.055;
Liaoning Province Airport;JNZ;CN;JNZ;4.111.667;12.101.667;
Hail Airport;HAS;SA;HAS;27.438.158;41.690.483;
Major-Brigadeiro Trompowsky Airport;VAG;BR;VAG;-21.55;-45.433.334;
Puerto Princesa International Airport;PPS;PH;PPS;9.740.198;11.875.674;
Windsor International Airport;YQG;CA;YQG;42.274.166;-8.296.389;
Lankaran International Airport;LLK;AZ;LLK;3.874.203;48.824.093;
Dusseldorf International Airport;DUS;DE;DUS;51.278.328;676.558;
Murmansk Airport;MMK;RU;MMK;68.785.095;32.759.155;
Gelendzik Airport;GDZ;RU;GDZ;44.566.666;38.016.666;
Ashgabat Airport;ASB;TM;ASB;37.984.184;58.366.978;
Civil Airport;AKY;MM;AKY;20.130.278;9.288.028;
Plattsburgh International Airport;PBG;US;PBG;44.7;-7.348.333;
Kirovsk Airport;KVK;RU;KVK;67.583.336;33.583.332;
Sultan Abdul Halim Airport;AOR;MY;AOR;6.201.171;100.405.266;
Wawi Airport;PMA;TZ;PMA;-5.242.222;39.801.945;
Nhulunbuy Airport;GOV;AU;GOV;-12.269.595;13.682.265;
Zanzibar International Airport;ZNZ;TZ;ZNZ;-6.218.466;39.221.184;
Casper/Natrona County International Airport;CPR;US;CPR;4.290.861;-1.064.625;
Benjamin Rivera Noriega Airport;CPX;PR;CPX;18.3;-65.316.666;
Porto Seguro Airport;BPS;BR;BPS;-16.441.158;-39.081.097;
Kajaani Airport;KAJ;FI;KAJ;6.427.778;27.688.889;
Bahawalpur Airport;BHV;PK;BHV;29.4;71.683.334;
Takamatsu Airport;TAK;JP;TAK;34.219.017;13.401.825;
Vadso Airport;VDS;NO;VDS;70.065;29.845.278;
Onslow Airport;ONS;AU;ONS;-21.666.668;115.1;
Kauehi Airport;KHZ;PF;KHZ;-15.766.667;-14.511.667;
Radom Airport;RDO;PL;RDO;51.389.168;21.213.612;
Michel-Pouliot Gaspe Airport;YGP;CA;YGP;48.766.666;-6.448.333;
Alakanuk Airport;AUK;US;AUK;62.689.167;-16.461.084;
Heringsdorf Airport;HDF;DE;HDF;5.387.825;14.138.242;
Mahshahr Airport;MRX;IR;MRX;30.535.557;4.916.722;
Lake Manyara Airport;LKY;TZ;LKY;-3.5;36.416.668;
Nouakchott International Airport;NKC;MR;NKC;18.098.148;-15.952.041;
Kungsangen Airport;NRK;SE;NRK;58.583.298;16.232.393;
Broome Airport;BME;AU;BME;-1.795.264;12.223.429;
Niagara Falls International Airport;IAG;US;IAG;43.1;-78.95;
Sultan Aji Muhamad Sulaiman Airport;BPN;ID;BPN;-1.260.623;11.690.082;
Bristol Airport;BRS;GB;BRS;51.386.757;-2.710.659;
Central Wisconsin Airport;CWA;US;AUW;4.478.421;-8.967.244;
Miramare Airport;RMI;IT;RMI;44.022.953;12.619.594;
Sultan Ismail Petra Airport;KBR;MY;KBR;617.057;10.229.092;
Loudes Airport;LPY;FR;LPY;45.083.332;3.766.667;
Kagoshima Airport;KOJ;JP;KOJ;31.801.224;13.071.562;
La Fria Airport;LFR;VE;LFR;8.240.556;-72.272.224;
Auckland Airport;AKL;NZ;AKL;-37.004.787;17.478.352;
Newcastle Airport;NEV;KN;NEV;17.205;-625.925;
Eday Airport;EOI;GB;EOI;59.183.334;-2.783.333;
Bundaberg Airport;BDB;AU;BDB;-24.898.708;15.232.187;
Tito Menniti Airport;REG;IT;REG;3.807.528;15.650.833;
Eek Airport;EEK;US;EEK;60.216.667;-16.201.666;
Birmingham International Airport;BHX;GB;BHX;5.245.252;-1.733.256;
Chaudhary Charan Singh International Airport;LKO;IN;LKO;26.764.257;80.884.186;
Rangiroa Airport;RGI;PF;RGI;-14.956.334;-14.765.915;
Soekarno-Hatta International Airport;CGK;ID;JKT;-6.130.643;106.655.525;
Cincinnati Municipal Lunken Airport;LUK;US;CVG;39.033.333;-84.666.664;
Sibiu Airport;SBZ;RO;SBZ;45.789.757;24.093.529;
Bill and Hillary Clinton National Airport;LIT;US;LIT;34.727.432;-92.221.375;
Fuerteventura Airport;FUE;ES;FUE;28.450.605;-13.869.893;
El Tepual Airport;PMC;CL;PMC;-41.433.727;-7.309.831;
Wuhai Airport;WUA;CN;WUA;39.794.724;106.799.164;
Oudomxay Airport;ODY;LA;ODY;20.583.332;104.166.664;
Awang Airport;CBO;PH;CBO;7.161.412;12.421.464;
Blue Grass Airport;LEX;US;LEX;3.803.762;-8.459.792;
J Wilsterman Airport;CBB;BO;CBB;-17.413.954;-66.178.894;
Orenburg Airport;REN;RU;REN;5.179.105;554.567;
Misurata Airport;MRA;LY;MRA;32.4;15.066.667;
Homer Airport;HOM;US;HOM;5.964.324;-15.149.316;
Gomel Airport;GME;BY;GME;52.416.668;31.0;
Pohang Airport;KPO;KR;KPO;3.598.371;12.943.375;
Anqing Tianzhushan Airport;AQG;CN;AQG;305.825;1.170.509;
Nnamdi Azikiwe International Airport;ABV;NG;ABV;9.004.614;7.270.447;
Barkley Regional Airport;PAH;US;PAH;3.706.111;-887.725;
Bhuntar Airport;KUU;IN;KUU;31.983.334;77.1;
Mostar Airport;OMO;BA;OMO;43.285.557;17.846.666;
Gladstone Airport;GLT;AU;GLT;-2.387.147;15.122.351;
El Dorado International Airport;BOG;CO;BOG;4.698.602;-74.143.135;
A. De Barros Airport;PPB;BR;PPB;-22.1;-51.45;
Enugu Airport;ENU;NG;ENU;6.472.048;756.772;
Ilaam Airport;IIL;IR;IIL;3.358.637;46.399.235;
Cambridge Bay Airport;YCB;CA;YCB;69.1;-10.513.333;
Show Low Airport;SOW;US;SOW;34.264.442;-110.004.166;
Lipetsk Airport;LPK;RU;LPK;5.261.667;39.6;
Taupo Airport;TUO;NZ;TUO;-38.741.432;17.608.235;
Knox County Regional Airport;RKD;US;RKD;44.059.166;-6.909.805;
New Plymouth Airport;NPL;NZ;NPL;-3.901.013;17.417.932;
Acapulco International Airport;ACA;MX;ACA;16.762.403;-9.975.459;
Sacramento Executive Airport;SAC;US;SAC;38.05;-121.933.334;
Hilo International Airport;ITO;US;ITO;19.714.565;-15.503.963;
Hemavan Airport;HMV;SE;HMV;65.727.776;15.273.056;
Leknes Airport;LKN;NO;LKN;6.815.421;13.614.864;
Leipzig/Halle Airport;LEJ;DE;LEJ;5.142.026;12.221.202;
Bahrain International Airport;BAH;BH;BAH;2.626.918;5.062.605;
Devonport Airport;DPO;AU;DPO;-41.172.054;14.642.754;
Lanai Airport;LNY;US;LNY;20.790.085;-15.695.049;
Dallas Love Field;DAL;US;DFW;3.284.391;-96.85;
Bimini International Airport;BIM;BS;BIM;25.7;-7.928.333;
Rahim Yar Khan Airport;RYK;PK;RYK;2.839.178;7.028.662;
Cardak Airport;DNZ;TR;DNZ;37.787.224;29.703.333;
Burlington International Airport;BTV;US;BTV;44.469.013;-7.315.527;
Quelimane Airport;UEL;MZ;UEL;-17.847.221;36.865.555;
Hefei Xinqiao Airport;HFE;CN;HFE;31.85;11.728.333;
Leopold Sedar Senghor International Airport;DKR;SN;DKR;14.744.975;-17.490.194;
Fuoshan Airport;FUO;CN;FUO;23.133.333;11.328.333;
Funafuti Atol International Airport;FUN;TV;FUN;-8.516.667;17.920.833;
Fresno Yosemite International Airport;FAT;US;FAT;36.769.623;-11.972.024;
Yuncheng Airport;YCU;CN;YCU;35.018;110.993;
Tampa Padang Airport;MJU;ID;MJU;-2.5;118.833.336;
Conakry Airport;CKY;GN;CKY;9.575.655;-1.362.017;
Gen. A.V. Cobo Airport;LET;CO;LET;-4.196.389;-69.939.445;
Kigoma Airport;TKQ;TZ;TKQ;-4.885;29.67;
Noi Bai International Airport;HAN;VN;HAN;21.214.184;105.802.826;
Sultan Muhammad Salahuddin Airport;BMU;ID;BMU;-8.5;118.916.664;
Hargeisa Airport;HGA;SO;HGA;9.515.833;44.091.667;
Pietermaritzburg Airport;PZB;ZA;PZB;-29.643.047;30.396.738;
Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport;NAT;BR;NAT;-5.916.787;-35.250.244;
Weifang Airport;WEF;CN;WEF;36.641.075;11.911.347;
Pointe-a-Pitre International Airport;PTP;GP;PTP;162.675;-6.152.639;
Frederic Chopin Airport;WAW;PL;WAW;52.170.906;2.097.329;
Yangyang Airport;YNY;KR;YNY;38.066.666;128.6;
Albany Airport;ALH;AU;ALH;-34.944.996;117.804;
Cataratas International Airport;IGU;BR;IGU;-25.597.937;-54.488.823;
Hanimaadhoo Airport;HAQ;MV;HAQ;6.748.433;7.316.838;
Rio Hondo Airport;RHD;AR;RHD;-27.533.333;-64.95;
Cancun International Airport;CUN;MX;CUN;21.040.457;-86.874.435;
Jijel Ferhat Abbas Airport;GJL;DZ;GJL;36.8;5.883.333;
Sao Tome Island Airport;TMS;ST;TMS;0.378333;6.725;
Ben Gurion International Airport;TLV;IL;TLV;32.000.454;34.870.743;
Digby Island Airport;YPR;CA;YPR;54.287.224;-13.044.083;
Xishuangbanna Gasa Airport;JHG;CN;JHG;21.973.421;10.076.646;
Westport Airport;WSZ;NZ;WSZ;-4.174.002;17.157.858;
Redding Municipal Airport;RDD;US;RDD;40.505.768;-12.229.991;
Memmingen Allgau Airport;FMM;DE;FMM;4.798.861;10.239.444;
London Heathrow Airport;LHR;GB;LON;51.469.604;-0.453566;
Minneapolis-St. Paul International Airport;MSP;US;MSP;44.883.015;-9.321.092;
Polokwane Airport;PTG;ZA;PTG;-23.916.668;29.966.667;
Campo Internacional Airport;CZS;BR;CZS;-7.583.333;-7.278.333;
Bucharest Henri Coanda International Airport;OTP;RO;BUH;44.571.156;26.077.063;
Princess Juliana International Airport;SXM;SX;SXM;18.044.722;-6.311.406;
Thandwe Airport;SNW;MM;SNW;18.453.876;9.430.038;
Porto Velho International Airport;PVH;BR;PVH;-8.714.311;-63.898.308;
Kotlik Airport;KOT;US;KOT;6.302.972;-16.356.027;
Decatur Airport;DEC;US;DEC;39.834.167;-88.868.614;
Esenboga International Airport;ESB;TR;ANK;4.011.494;32.993.145;
La Calera Airport;ZCL;MX;ZCL;22.8;-102.55;
Kavala International Airport;KVA;GR;KVA;40.912.994;24.619.675;
Nikolaevsk-na-Amure;NLI;RU;NLI;5.315.278;14.065.028;
Enshi Airport;ENH;CN;ENH;30.321.934;10.948.201;
Esbjerg Airport;EBJ;DK;EBJ;5.552.143;8.549.062;
Kerman Airport;KER;IR;KER;30.258.778;5.696.192;
Ballina Byron Airport;BNK;AU;BNK;-28.837.606;1.535.564;
Spokane International Airport;GEG;US;GEG;4.762.515;-117.537.636;
Region of Waterloo International Airport;YKF;CA;YKF;43.455.223;-8.037.503;
Phung-Duc Airport;BMV;VN;BMV;12.666.667;108.05;
Ketchikan International Airport;KTN;US;KTN;5.535.655;-1.317.087;
Kenai Municipal Airport;ENA;US;ENA;6.056.521;-15.124.644;
Matsuyama Airport;MYJ;JP;MYJ;33.822.224;13.270.416;
Bingol Airport;BGG;TR;BGG;6.7;-4.25;
Venice Marco Polo Airport;VCE;IT;VCE;45.502.285;12.337.947;
Glasgow International Airport;GLA;GB;GLA;55.864.212;-4.431.782;
Halim Perdanakusuma Airport;HLP;ID;JKT;-6.268.056;10.689.028;
Salekhard Airport;SLY;RU;SLY;66.583.336;66.6;
Kyiv International Airport;IEV;UA;IEV;50.401.943;30.450.832;
La Palma Airport;SPC;ES;SPC;28.626.389;-17.755.556;
Greater Rochester International Airport;ROC;US;ROC;43.127.975;-7.766.543;
Bamrauli Airport;IXD;IN;IXD;25.439.722;81.736.115;
Juba International Airport;JUB;SS;JUB;4.866.198;31.601.692;
St. Barthelemy Airport;SBH;GP;SBH;17.9;-62.85;
Philadelphia International Airport;PHL;US;PHL;3.987.641;-752.433;
Bradford Airport;BFD;US;BFD;41.802.223;-7.863.944;
Liberia Airport;LIR;CR;LIR;10.600.005;-8.553.839;
Friedman Memorial Airport;SUN;US;SUN;4.350.647;-11.430.082;
Canberra Airport;CBR;AU;CBR;-3.530.735;14.919.052;
Fort Worth Alliance Airport;AFW;US;DFW;32.986.668;-97.316.666;
Inagua Airport;IGA;BS;IGA;20.983.334;-73.666.664;
Norfolk Island Airport;NLK;NF;NLK;-290.425;16.793.944;
Lajes Field;TER;PT;TER;38.754.074;-2.708.757;
Phu Bai International Airport;HUI;VN;HUI;16.398.224;107.700.874;
Cote D'Azur Airport;NCE;FR;NCE;4.366.049;7.205.232;
Rooikop Airport;WVB;NA;WVB;-22.978.611;14.517.222;
Stokka Airport;SSJ;NO;SSJ;65.959.946;12.476.518;
North Eleuthera International Airport;ELH;BS;ELH;25.476.917;-7.668.192;
Juliaca Airport;JUL;PE;JUL;-15.464.167;-7.015.444;
Enrique Olaya Herrera Airport;EOH;CO;MDE;6.218.666;-755.864;
Ordu Giresun Airport;OGU;TR;OGU;40.966.667;38.08;
Noumea Magenta Airport;GEA;NC;NOU;-22.260.536;16.647.078;
Anadyr Airport;DYR;RU;DYR;6.473.333;177.75;
Sam Mbakwe International Airport;QOW;NG;QOW;5.427.866;7.201.676;
Nantong Xingdong Airport;NTG;CN;NTG;3.207.292;1.209.756;
Paamiut Airport;JFR;GL;JFR;6.200.028;-4.970.028;
Treviso Airport;TSF;IT;VCE;45.655.113;12.204.444;
Port Sudan Airport;PZU;SD;PZU;19.577.778;3.721.389;
;KQH;IN;KQH;26.601.389;7.481.416;
Matamoros Airport;MAM;MX;MAM;25.770.279;-9.752.361;
Jose Tadeo Monagas International Airport;MUN;VE;MUN;9.749.384;-63.156.933;
Belgrad Nikola Tesla Airport;BEG;RS;BEG;44.819.443;20.306.944;
Vienna International Airport;VIE;AT;VIE;4.811.972;16.563.583;
Goose Bay Airport;YYR;CA;YYR;53.313.534;-604.124;
Rennes Airport;RNS;FR;RNS;48.068.066;-1.726.249;
Jerez Airport;XRY;ES;XRY;36.750.614;-6.064.535;
Gewayenta Airport;LKA;ID;LKA;-8.35;12.298.333;
Grand Junction Regional Airport;GJT;US;GJT;39.122.665;-108.528.336;
Hamad International Airport;DOH;QA;DOH;25.267.569;51.558.067;
Shirnak;NKT;TR;NKT;37.363.888;42.06;
Kabul International Airport;KBL;AF;KBL;3.456.069;6.921.152;
Cauayan Airport;CYZ;PH;CYZ;16.93;12.175.584;
Haines Municipal Airport;HNS;US;HNS;59.245.834;-13.551.889;
Medicine Hat Regional Airport;YXH;CA;YXH;50.015.835;-11.072.083;
Little Cayman Airport;LYB;KY;LYB;196.592;-8.008.472;
Puerto Carreno Airport;PCR;CO;PCR;6.183.333;-6.763.333;
Tachilek Airport;THL;MM;THL;20.45;99.95;
Ordos Ejin Horo Airport;DSN;CN;DSN;39.85;11.003.333;
Turkmanbashi Airport;KRW;TM;KRW;40.083.332;53.083.332;
Sao Jose do Rio Preto Airport;SJP;BR;SJP;-20.816.668;-49.416.668;
Nelson Mandela International Airport;RAI;CV;RAI;14.945.321;-23.486.567;
Incheon International Airport;ICN;KR;SEL;37.448.524;12.645.123;
Wood County Airport;PKB;US;PKB;39.345.554;-8.143.889;
Pu'er Simao Airport;SYM;CN;SYM;2.279.657;10.096.222;
Toussaint Louverture International Airport;PAP;HT;PAP;18.575.394;-7.229.471;
Harbin Taiping International Airport;HRB;CN;HRB;45.620.853;12.623.644;
Mazamet Airport;DCM;FR;DCM;43.555.832;2.284.167;
Martha's Vineyard Airport;MVY;US;MVY;41.389.336;-7.061.182;
Axamo Airport;JKG;SE;JKG;577.501;14.070.497;
